area,session,object,event,start_bin,stop_bin,center_time_s,obs_auc,null_auc_mean,null_auc_ci95_low,null_auc_ci95_high,p_auc,n_shuffle,cv_n_splits,cv_n_repeats
AIP,MonkeyA_Session01,Object1,Event1,41,46,0.6699999999999999,0.34375,0.50575,0.2083333333333333,0.7815104166666664,0.8511488511488512,1000,3,1
AIP,MonkeyA_Session01,Object1,Event1,42,47,0.69,0.3125,0.5186458333333334,0.1875,0.8125,0.8991008991008991,1000,3,1
AIP,MonkeyA_Session01,Object1,Event1,43,48,0.71,0.3125,0.4996875,0.1875,0.8333333333333334,0.8661338661338661,1000,3,1
AIP,MonkeyA_Session01,Object1,Event1,44,49,0.73,0.4375,0.5177708333333334,0.2184895833333333,0.8125,0.6993006993006993,1000,3,1
AIP,MonkeyA_Session01,Object1,Event1,45,50,0.75,0.4166666666666667,0.5206666666666667,0.2078125,0.8333333333333334,0.7562437562437563,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,0,5,-0.75,0.4375,0.5275,0.2286458333333333,0.8125,0.7252747252747253,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,1,6,-0.73,0.4583333333333333,0.5117708333333333,0.2083333333333333,0.8125,0.6403596403596403,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,2,7,-0.7100000000000001,0.625,0.527125,0.2083333333333333,0.8333333333333334,0.2977022977022977,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,3,8,-0.6900000000000001,0.5416666666666666,0.4946145833333333,0.1875,0.8125,0.4105894105894105,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,4,9,-0.67,0.6041666666666666,0.5048020833333333,0.19765625,0.8125,0.3066933066933067,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,5,10,-0.65,0.375,0.4931666666666666,0.1875,0.7916666666666666,0.7822177822177823,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,6,11,-0.63,0.4791666666666667,0.487125,0.1666666666666666,0.7916666666666666,0.5514485514485514,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,7,12,-0.6100000000000001,0.5625,0.4950833333333332,0.1875,0.7916666666666666,0.3646353646353646,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,8,13,-0.5900000000000001,0.7083333333333334,0.5096041666666666,0.2078125,0.8125,0.1108891108891109,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,9,14,-0.5700000000000001,0.4375,0.51575,0.2083333333333333,0.8125,0.7142857142857143,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,10,15,-0.55,0.4791666666666667,0.4991875,0.1666666666666666,0.8125,0.5824175824175825,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,11,16,-0.53,0.6979166666666666,0.4993229166666666,0.1875,0.8125,0.1298701298701298,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,12,17,-0.51,0.625,0.5078333333333334,0.2083333333333333,0.8125,0.2567432567432567,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,13,18,-0.49,0.5,0.49321875,0.1875,0.8125,0.5084915084915085,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,14,19,-0.47,0.625,0.4970416666666666,0.1875,0.7921874999999995,0.2337662337662337,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,15,20,-0.45,0.5520833333333334,0.5051875,0.1875,0.8125,0.4015984015984016,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,16,21,-0.43,0.3229166666666667,0.510625,0.1869791666666667,0.8125,0.8701298701298701,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,17,22,-0.41,0.5625,0.4844375,0.1666666666666666,0.7916666666666666,0.3536463536463536,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,18,23,-0.39,0.4583333333333333,0.47459375,0.1559895833333333,0.78125,0.5504495504495505,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,19,24,-0.37,0.3541666666666667,0.4846354166666666,0.1666666666666666,0.8125,0.7772227772227772,1000,3,1
AIP,MonkeyA_Session01,Object1,Event3,20,25,-0.35,0.5208333333333334,0.5063749999999999,0.1666666666666666,0.7916666666666666,0.5084915084915085,1000,3,1
