area,session,object,event,obs_auc_pre,obs_auc_post,obs_delta_auc,p_pre,p_post,p_delta,n_shuffle,pre_bin_start,pre_bin_stop_exclusive,post_bin_start,post_bin_stop_exclusive,null_pre_mean,null_pre_ci95_low,null_pre_ci95_high,null_post_mean,null_post_ci95_low,null_post_ci95_high,null_delta_mean,null_delta_ci95_low,null_delta_ci95_high
F5,MonkeyB_Session01,Object1,Event3,0.7888888888888889,0.8933333333333334,0.10444444444444456,0.017964071856287425,0.001996007984031936,0.2774451097804391,500,0,40,40,70,0.49068888888888884,0.24316666666666667,0.7589444444444444,0.4872888888888889,0.21100000000000002,0.7111111111111112,-0.0034000000000000007,-0.32455555555555554,0.30666666666666664
F5,MonkeyB_Session01,Object2,Event1,0.3344444444444445,0.6666666666666667,0.33222222222222225,0.8822355289421158,0.11776447105788423,0.043912175648702596,500,0,10,10,50,0.49946888888888896,0.24275,0.7445555555555554,0.5152977777777779,0.26211111111111113,0.7377777777777779,0.01582888888888889,-0.3530277777777777,0.3734444444444444
F5,MonkeyB_Session01,Object2,Event3,0.66,0.8444444444444444,0.1844444444444444,0.11177644710578842,0.001996007984031936,0.1596806387225549,500,0,40,40,70,0.5028933333333334,0.23333333333333334,0.7467777777777777,0.5010177777777778,0.2253888888888889,0.7489999999999999,-0.0018755555555555583,-0.33005555555555555,0.3411666666666667
F5,MonkeyB_Session01,Object3,Event1,0.5066666666666666,0.4311111111111112,-0.07555555555555538,0.47105788423153694,0.6706586826347305,0.6606786427145709,500,0,10,10,50,0.4942955555555556,0.2575555555555556,0.7533333333333333,0.49426222222222227,0.24550000000000002,0.7466666666666668,-3.3333333333328775e-05,-0.3644444444444444,0.3693333333333329
F5,MonkeyB_Session01,Object3,Event3,0.8511111111111112,0.888888888888889,0.0377777777777778,0.007984031936127744,0.001996007984031936,0.3872255489021956,500,0,40,40,70,0.5053555555555556,0.23322222222222225,0.7573888888888883,0.49161333333333335,0.2554444444444445,0.7377777777777779,-0.013742222222222222,-0.3755555555555555,0.3491111111111109
F5,MonkeyB_Session02,Object1,Event1,0.6555555555555557,0.5311111111111111,-0.12444444444444458,0.1377245508982036,0.4550898203592814,0.7624750499001997,500,0,10,10,50,0.49888888888888894,0.24444444444444446,0.7366666666666667,0.5048711111111112,0.24666666666666667,0.7433888888888889,0.0059822222222222195,-0.30899999999999994,0.3433888888888889
F5,MonkeyB_Session02,Object1,Event3,0.5355555555555555,0.9711111111111111,0.4355555555555557,0.42115768463073855,0.001996007984031936,0.007984031936127744,500,0,40,40,70,0.4996555555555556,0.21977777777777782,0.7389444444444443,0.4958044444444445,0.23311111111111113,0.7522777777777777,-0.0038511111111111094,-0.35450000000000004,0.32794444444444426
F5,MonkeyB_Session02,Object2,Event1,0.5933333333333334,0.31555555555555553,-0.27777777777777785,0.249500998003992,0.8822355289421158,0.936127744510978,500,0,10,10,50,0.4891466666666667,0.2333333333333333,0.7316944444444445,0.4927266666666667,0.23777777777777775,0.754611111111111,0.0035800000000000064,-0.3636111111111111,0.36741666666666645
F5,MonkeyB_Session02,Object2,Event3,0.668888888888889,0.8844444444444446,0.2155555555555556,0.10778443113772455,0.001996007984031936,0.08383233532934131,500,0,40,40,70,0.5133466666666667,0.26666666666666666,0.7344999999999999,0.5070177777777778,0.2453888888888889,0.7556666666666665,-0.006328888888888891,-0.2968333333333333,0.2981111111111109
F5,MonkeyB_Session02,Object3,Event1,0.21333333333333335,0.4022222222222222,0.18888888888888886,0.9840319361277445,0.7504990019960079,0.17564870259481039,500,0,10,10,50,0.4853066666666667,0.22491666666666668,0.7195277777777778,0.5025822222222223,0.2533333333333333,0.7411666666666666,0.017275555555555554,-0.33947222222222223,0.37174999999999997
F5,MonkeyB_Session02,Object3,Event3,0.6633333333333334,1.0,0.33666666666666656,0.11377245508982035,0.001996007984031936,0.033932135728542916,500,0,40,40,70,0.5064533333333334,0.2516388888888889,0.7455555555555555,0.48563111111111107,0.23936111111111114,0.728472222222222,-0.02082222222222221,-0.37894444444444436,0.3505833333333334
F5,MonkeyB_Session03,Object1,Event1,0.5911111111111113,0.5622222222222223,-0.028888888888888964,0.2774451097804391,0.35129740518962077,0.5768463073852296,500,0,10,10,50,0.5030711111111111,0.22666666666666668,0.7556666666666667,0.5034177777777777,0.22994444444444445,0.7567222222222221,0.00034666666666667025,-0.3311111111111112,0.30899999999999994
F5,MonkeyB_Session03,Object1,Event3,0.38666666666666666,0.4444444444444445,0.05777777777777782,0.7924151696606786,0.6606786427145709,0.35528942115768464,500,0,40,40,70,0.4998311111111111,0.23661111111111113,0.7390555555555555,0.49651999999999996,0.26772222222222225,0.7436111111111109,-0.0033111111111111115,-0.2989444444444445,0.2933333333333334
F5,MonkeyB_Session03,Object2,Event1,0.7711111111111112,0.5866666666666667,-0.18444444444444452,0.023952095808383235,0.2954091816367265,0.8682634730538922,500,0,10,10,50,0.49287111111111115,0.23555555555555557,0.7555555555555556,0.49827999999999995,0.21216666666666667,0.7567222222222221,0.005408888888888887,-0.3112222222222223,0.34222222222222226
F5,MonkeyB_Session03,Object2,Event3,0.5533333333333335,0.6622222222222222,0.1088888888888887,0.3213572854291417,0.11776447105788423,0.2275449101796407,500,0,40,40,70,0.49172444444444446,0.22655555555555557,0.7636111111111108,0.4905777777777778,0.2421111111111111,0.760222222222222,-0.0011466666666666648,-0.28444444444444456,0.3145
F5,MonkeyB_Session03,Object3,Event1,0.5422222222222222,0.3622222222222222,-0.17999999999999994,0.40119760479041916,0.8243512974051896,0.8343313373253493,500,0,10,10,50,0.5012088888888889,0.2422222222222222,0.7577777777777778,0.4900666666666667,0.23555555555555557,0.7411666666666666,-0.011142222222222222,-0.34911111111111104,0.32116666666666677
F5,MonkeyB_Session03,Object3,Event3,0.41333333333333333,0.42888888888888893,0.0155555555555556,0.7045908183632734,0.688622754491018,0.46506986027944114,500,0,40,40,70,0.48714222222222225,0.2222222222222222,0.7278333333333332,0.49328444444444447,0.23205555555555557,0.7613888888888886,0.006142222222222224,-0.30666666666666664,0.3057222222222221
F5,MonkeyB_Session04,Object1,Event1,0.3533333333333333,0.5266666666666667,0.17333333333333345,0.872255489021956,0.405189620758483,0.1656686626746507,500,0,10,10,50,0.5013866666666668,0.2429444444444445,0.7511111111111113,0.5000888888888888,0.27544444444444444,0.7478333333333332,-0.0012977777777777807,-0.3611666666666667,0.35227777777777775
F5,MonkeyB_Session04,Object1,Event3,0.6377777777777778,0.9044444444444444,0.2666666666666666,0.12574850299401197,0.001996007984031936,0.05189620758483034,500,0,40,40,70,0.49852,0.2541666666666667,0.7112222222222221,0.5006133333333334,0.2644444444444445,0.7344999999999999,0.0020933333333333286,-0.32138888888888884,0.31227777777777777
F5,MonkeyB_Session04,Object2,Event1,0.4755555555555556,0.4711111111111112,-0.0044444444444444176,0.5728542914171657,0.5848303393213573,0.5089820359281437,500,0,10,10,50,0.49743111111111116,0.23661111111111113,0.7322777777777777,0.4978666666666667,0.24444444444444446,0.7501666666666665,0.0004355555555555584,-0.33927777777777773,0.3482777777777774
F5,MonkeyB_Session04,Object2,Event3,0.5133333333333333,0.8066666666666665,0.2933333333333332,0.47704590818363274,0.011976047904191617,0.041916167664670656,500,0,40,40,70,0.5056577777777779,0.2554444444444444,0.7479444444444441,0.5019333333333333,0.23555555555555557,0.7504999999999995,-0.003724444444444436,-0.3355555555555556,0.32361111111111074
