area,n_units,auc_within_Event1_mean,auc_within_Event1_ci95_low,auc_within_Event1_ci95_high,auc_within_Event1_p_gt_null,auc_within_Event3_mean,auc_within_Event3_ci95_low,auc_within_Event3_ci95_high,auc_within_Event3_p_gt_null,auc_Event1_to_Event3_mean,auc_Event1_to_Event3_ci95_low,auc_Event1_to_Event3_ci95_high,auc_Event1_to_Event3_p_gt_null,auc_Event3_to_Event1_mean,auc_Event3_to_Event1_ci95_low,auc_Event3_to_Event1_ci95_high,auc_Event3_to_Event1_p_gt_null,gti_mean,gti_ci95_low,gti_ci95_high,gti_p_gt_null,normalized_transfer_mean,normalized_transfer_ci95_low,normalized_transfer_ci95_high,normalized_transfer_p_gt_null
AIP,12,0.49986111111111103,0.4224930555555555,0.5683402777777777,0.63330078125,0.6834722222222224,0.5690277777777778,0.7808437499999998,0.006103515625,0.5373611111111111,0.4677777777777778,0.6094444444444445,0.31103515625,0.49625,0.4383333333333333,0.5534722222222223,0.51513671875,0.01680555555555556,-0.04187847222222222,0.07701562499999998,1.0,-104458491357065.2,-227369231187385.25,0.47315586226032974,0.63330078125
F5,51,0.521525054466231,0.48831072984749463,0.5551200980392157,0.06992669002788951,0.6887363834422658,0.6406734749455337,0.7369291938997823,3.5279168818801467e-08,0.5298583877995643,0.48732843137254905,0.5744128540305011,0.15906921585056127,0.5038126361655775,0.4772973856209151,0.5293069172113289,0.2731411114464978,0.01683551198257085,-0.014809776688453118,0.049418300653594795,0.9999999997427921,-36180879359321.55,-81444385908319.66,-391857320518.0959,0.2127996635494323
F6,39,0.5532478632478632,0.5062521367521368,0.5974074074074074,0.006045788353731041,0.6577777777777778,0.6068368945868947,0.7077984330484329,3.738997322056779e-06,0.5237321937321939,0.47447898860398857,0.5723650284900285,0.20316970113116423,0.5385897435897437,0.49777635327635333,0.5782528490028489,0.02885292079495244,0.031160968660968652,-0.010342058404558402,0.07158279914529911,1.0,-15108229519170.264,-47153073021613.7,14145921906483.244,0.6830852198672801
