area,session,object,auc_within_Event1,auc_within_Event3,auc_Event1_to_Event3,auc_Event3_to_Event1,auc_within_Event1_std,auc_within_Event3_std,auc_Event1_to_Event3_std,auc_Event3_to_Event1_std,p_Event1_to_Event3,p_Event3_to_Event1,n_perm,n_trials_go_shared,n_trials_nogo_shared,truncated_to_shared_min,gti,normalized_transfer,n_folds_run
F6,MonkeyB_Session02,Object1,0.5800000000000001,0.5883333333333334,0.57,0.43166666666666664,0.26987861552961434,0.2829278811659309,0.2848996322453133,0.2601074695036842,0.2835820895522388,0.7164179104477612,200,12,12,0,0.0008333333333332416,0.009900990099008805,50
F6,MonkeyB_Session02,Object2,0.4416666666666667,0.5666666666666667,0.4049999999999999,0.49,0.25767691454658764,0.3086066999241838,0.2988118952666283,0.2805283321247901,0.8059701492537313,0.5621890547263682,200,12,12,0,-0.05250000000000005,-12.600000000000056,50
F6,MonkeyB_Session02,Object3,0.5716666666666667,0.5483333333333333,0.43,0.4216666666666667,0.25699400453580024,0.25033424368250284,0.30086798093202505,0.24421306819197242,0.7761194029850746,0.746268656716418,200,12,12,0,-0.07416666666666666,-1.2361111111111098,50
F6,MonkeyB_Session03,Object1,0.2016666666666667,0.7600000000000001,0.6583333333333334,0.47,0.23028253375250568,0.20936140892362484,0.284844907476319,0.2785612533754222,0.05970149253731343,0.5572139303482587,200,12,12,0,0.0641666666666667,288980976089607.0,50
F6,MonkeyB_Session03,Object2,0.4666666666666666,0.565,0.525,0.595,0.2857142857142857,0.2447232228095914,0.2509901028846192,0.2688526474330242,0.4228855721393035,0.1890547263681592,200,12,12,0,0.06000000000000005,3.7894736842105483,50
F6,MonkeyB_Session03,Object3,0.5916666666666667,0.6666666666666665,0.6,0.6033333333333334,0.25932167750942814,0.26352313834736496,0.31271251277532613,0.2913919989501328,0.17412935323383086,0.1890547263681592,200,12,12,0,0.10166666666666668,0.7870967741935486,50
F6,MonkeyB_Session04,Object1,0.6866666666666668,0.7316666666666666,0.6149999999999999,0.5866666666666668,0.25563934345656286,0.25934353721422204,0.23683595554997522,0.24511092403107024,0.14925373134328357,0.16417910447761194,200,12,12,0,0.10083333333333333,0.4820717131474102,50
F6,MonkeyB_Session04,Object2,0.4733333333333334,0.6133333333333334,0.21666666666666667,0.3583333333333333,0.25997121766381265,0.24032291201801032,0.2380952380952381,0.27982522079864663,1.0,0.9154228855721394,200,12,12,0,-0.21250000000000002,-4.903846153846142,50
F6,MonkeyB_Session04,Object3,0.5116666666666666,0.7633333333333333,0.6066666666666667,0.61,0.29209637927331533,0.20506621904889977,0.24860153074435276,0.3205189952309455,0.14427860696517414,0.17412935323383086,200,12,12,0,0.10833333333333339,0.7878787878787885,50
F6,MonkeyB_Session05,Object1,0.66,0.845,0.7383333333333334,0.6366666666666667,0.27655968753774485,0.17415979057480868,0.26460191294773533,0.2910026454906204,0.009950248756218905,0.05970149253731343,200,12,12,0,0.1875,0.7425742574257427,50
F6,MonkeyB_Session05,Object2,0.55,0.7450000000000001,0.35999999999999993,0.3450000000000001,0.2714703393093186,0.215216233613741,0.29327303028881563,0.2876964969832223,0.8905472636815921,0.9154228855721394,200,12,12,0,-0.14749999999999996,-0.9999999999999992,50
F6,MonkeyB_Session05,Object3,0.6516666666666666,0.785,0.7416666666666667,0.61,0.2962779307422306,0.21301874125762768,0.2858382667510231,0.30742880745845663,0.01990049751243781,0.13930348258706468,200,12,12,0,0.17583333333333329,0.8053435114503817,50
