area,session,object,n_neurons,n_trials_exe,n_trials_obs,n_pcs_used,time_s,auc,centroid_distance
F5,MonkeyB_Session10,Object1,7,15,15,7,-0.1282051282051282,0.8155555555555556,1.5932168047287236
F5,MonkeyB_Session10,Object1,7,15,15,7,-0.07692307692307698,0.78,1.3922388211229884
F5,MonkeyB_Session10,Object1,7,15,15,7,-0.02564102564102566,0.7488888888888888,1.1183449135396637
F5,MonkeyB_Session10,Object1,7,15,15,7,0.02564102564102555,0.8000000000000002,1.3914353233079624
F5,MonkeyB_Session10,Object1,7,15,15,7,0.07692307692307687,0.8133333333333332,1.7685574587477122
F5,MonkeyB_Session10,Object1,7,15,15,7,0.1282051282051282,0.96,2.1522992639734206
F5,MonkeyB_Session10,Object1,7,15,15,7,0.17948717948717952,0.9066666666666667,2.0098642054697122
F5,MonkeyB_Session10,Object1,7,15,15,7,0.23076923076923084,0.9911111111111112,2.6260603795680106
F5,MonkeyB_Session10,Object1,7,15,15,7,0.28205128205128194,0.9466666666666668,2.6281887880413035
F5,MonkeyB_Session10,Object1,7,15,15,7,0.33333333333333326,0.8622222222222221,1.7552830583329322
F5,MonkeyB_Session10,Object1,7,15,15,7,0.3846153846153846,0.9866666666666666,2.881156352022196
F5,MonkeyB_Session10,Object1,7,15,15,7,0.4358974358974359,0.7333333333333333,2.0479364217926985
F5,MonkeyB_Session10,Object1,7,15,15,7,0.4871794871794872,0.9822222222222223,2.2786019893319294
F5,MonkeyB_Session10,Object1,7,15,15,7,0.5384615384615383,0.9911111111111112,3.137050009610522
F5,MonkeyB_Session10,Object1,7,15,15,7,0.5897435897435896,0.8711111111111112,2.475994736284968
F5,MonkeyB_Session10,Object1,7,15,15,7,0.641025641025641,0.9822222222222223,3.191354036410877
F5,MonkeyB_Session10,Object1,7,15,15,7,0.6923076923076923,0.9422222222222223,3.1099610284294985
F5,MonkeyB_Session10,Object1,7,15,15,7,0.7435897435897436,1.0,3.6911494102453206
F5,MonkeyB_Session10,Object1,7,15,15,7,0.7948717948717947,0.96,3.0083283872223996
F5,MonkeyB_Session10,Object1,7,15,15,7,0.846153846153846,1.0,2.972671900249996
F5,MonkeyB_Session10,Object1,7,15,15,7,0.8974358974358974,1.0,3.1670587772382617
F5,MonkeyB_Session10,Object1,7,15,15,7,0.9487179487179487,0.9111111111111111,2.0256230828586226
F5,MonkeyB_Session10,Object1,7,15,15,7,1.0,0.9044444444444446,2.164233353103002
F5,MonkeyB_Session06,Object2,6,15,15,6,-1.0,0.728888888888889,1.1694377226498744
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.9487179487179487,0.9133333333333334,1.4715611255452372
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.8974358974358975,0.9244444444444444,1.8910462289895174
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.8461538461538461,0.6377777777777778,1.0695660668034983
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.7948717948717949,0.7822222222222223,1.4631043153057646
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.7435897435897436,0.8666666666666667,1.2896059810536813
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.6923076923076923,0.5777777777777778,0.8503177136909104
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.641025641025641,0.7911111111111111,1.3478741627990345
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.5897435897435898,0.7111111111111111,0.7528136009641786
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.5384615384615385,0.768888888888889,1.2423452592845523
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.4871794871794872,0.8466666666666667,0.9934081139779571
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.4358974358974359,0.7666666666666667,0.9788324964643899
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.3846153846153846,0.8066666666666668,1.1498570037917921
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.33333333333333337,0.7244444444444444,1.050526301659934
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.28205128205128205,0.8644444444444445,1.3184921250723316
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.23076923076923084,0.7866666666666667,1.0674358051717727
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.17948717948717952,0.808888888888889,1.42724900495005
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.1282051282051282,0.7222222222222223,0.9103380251479912
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.07692307692307698,0.7755555555555557,1.0690832278256026
F5,MonkeyB_Session06,Object2,6,15,15,6,-0.02564102564102566,0.9622222222222223,1.666818757925332
F5,MonkeyB_Session06,Object2,6,15,15,6,0.02564102564102555,0.9266666666666665,1.656226515222778
F5,MonkeyB_Session06,Object2,6,15,15,6,0.07692307692307687,0.8577777777777778,1.586158349488562
F5,MonkeyB_Session06,Object2,6,15,15,6,0.1282051282051282,0.8711111111111112,1.6351974925619417
F5,MonkeyB_Session06,Object2,6,15,15,6,0.17948717948717952,0.8622222222222221,2.036723913220739
F5,MonkeyB_Session06,Object2,6,15,15,6,0.23076923076923084,0.8844444444444446,1.9552201810740415
F5,MonkeyB_Session06,Object2,6,15,15,6,0.28205128205128194,0.8222222222222223,1.8819884065721235
F5,MonkeyB_Session06,Object2,6,15,15,6,0.33333333333333326,0.98,2.428019893219222
F5,MonkeyB_Session06,Object2,6,15,15,6,0.3846153846153846,0.9555555555555556,2.3204849673693895
F5,MonkeyB_Session06,Object2,6,15,15,6,0.4358974358974359,1.0,2.4602787742764933
F5,MonkeyB_Session06,Object2,6,15,15,6,0.4871794871794872,0.9911111111111112,3.1597606954457063
F5,MonkeyB_Session06,Object2,6,15,15,6,0.5384615384615383,0.9377777777777778,2.6074240953909213
F5,MonkeyB_Session06,Object2,6,15,15,6,0.5897435897435896,0.9866666666666667,2.785884819385706
F5,MonkeyB_Session06,Object2,6,15,15,6,0.641025641025641,0.9022222222222223,2.3819937681948016
F5,MonkeyB_Session06,Object2,6,15,15,6,0.6923076923076923,0.86,2.517261505768394
F5,MonkeyB_Session06,Object2,6,15,15,6,0.7435897435897436,0.8288888888888889,1.8041684228427832
F5,MonkeyB_Session06,Object2,6,15,15,6,0.7948717948717947,0.9511111111111111,1.920556792562512
F5,MonkeyB_Session06,Object2,6,15,15,6,0.846153846153846,0.7822222222222223,1.8760532304064867
F5,MonkeyB_Session06,Object2,6,15,15,6,0.8974358974358974,0.6155555555555556,1.1086529749199812
F5,MonkeyB_Session06,Object2,6,15,15,6,0.9487179487179487,0.7688888888888888,0.9667399884662676
F5,MonkeyB_Session06,Object2,6,15,15,6,1.0,0.72,1.0940341248520244
F5,MonkeyC_Session08,Object3,6,15,20,6,-1.0,0.8566666666666667,1.4395780540701126
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.9487179487179487,0.7333333333333334,0.9187439763166884
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.8974358974358975,0.97,1.237647191500943
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.8461538461538461,0.8033333333333335,1.1589720794353684
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.7948717948717949,0.5416666666666666,0.6971939054127512
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.7435897435897436,0.5583333333333335,0.569835481751301
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.6923076923076923,0.8,1.3637982822907868
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.641025641025641,0.49166666666666664,0.5683078659754855
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.5897435897435898,0.7300000000000001,0.7854966437686376
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.5384615384615385,0.8466666666666667,1.2910824696186307
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.4871794871794872,0.77,1.0388525202998633
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.4358974358974359,0.7483333333333333,1.0035285892488501
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.3846153846153846,0.8483333333333334,1.1008814034773498
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.33333333333333337,0.8933333333333334,1.111171235361918
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.28205128205128205,0.8933333333333334,1.1281876111321527
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.23076923076923084,0.8216666666666668,1.2426979900247297
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.17948717948717952,0.6133333333333334,0.9682460916606633
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.1282051282051282,0.98,1.4767048949807557
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.07692307692307698,0.96,1.2530719864441564
F5,MonkeyC_Session08,Object3,6,15,20,6,-0.02564102564102566,0.8983333333333333,1.273336575710789
F5,MonkeyC_Session08,Object3,6,15,20,6,0.02564102564102555,0.8983333333333334,1.457910247599177
F5,MonkeyC_Session08,Object3,6,15,20,6,0.07692307692307687,0.98,1.6150051854652314
F5,MonkeyC_Session08,Object3,6,15,20,6,0.1282051282051282,0.945,1.5847331856474145
F5,MonkeyC_Session08,Object3,6,15,20,6,0.17948717948717952,0.9133333333333333,1.5720672037641004
F5,MonkeyC_Session08,Object3,6,15,20,6,0.23076923076923084,0.9966666666666667,1.8359489580219885
F5,MonkeyC_Session08,Object3,6,15,20,6,0.28205128205128194,0.9833333333333334,1.8817880134203757
F5,MonkeyC_Session08,Object3,6,15,20,6,0.33333333333333326,0.95,2.070760709458239
F5,MonkeyC_Session08,Object3,6,15,20,6,0.3846153846153846,0.9133333333333334,1.8910382691722691
F5,MonkeyC_Session08,Object3,6,15,20,6,0.4358974358974359,0.9766666666666667,1.839030189384507
F5,MonkeyC_Session08,Object3,6,15,20,6,0.4871794871794872,0.9466666666666668,2.2160145096303605
F5,MonkeyC_Session08,Object3,6,15,20,6,0.5384615384615383,0.9133333333333334,2.34388160364477
F5,MonkeyC_Session08,Object3,6,15,20,6,0.5897435897435896,0.9366666666666669,2.3189632512669913
F5,MonkeyC_Session08,Object3,6,15,20,6,0.641025641025641,0.8966666666666667,2.0162148226700665
F5,MonkeyC_Session08,Object3,6,15,20,6,0.6923076923076923,0.8933333333333334,2.3354879158768544
F5,MonkeyC_Session08,Object3,6,15,20,6,0.7435897435897436,0.9966666666666667,3.235546970562743
F5,MonkeyC_Session08,Object3,6,15,20,6,0.7948717948717947,0.9933333333333334,2.68137465957844
F5,MonkeyC_Session08,Object3,6,15,20,6,0.846153846153846,0.9533333333333333,3.0942987489128524
F5,MonkeyC_Session08,Object3,6,15,20,6,0.8974358974358974,0.92,2.6041147547646246
F5,MonkeyC_Session08,Object3,6,15,20,6,0.9487179487179487,0.8766666666666667,2.4662847908155565
F5,MonkeyC_Session08,Object3,6,15,20,6,1.0,0.8983333333333334,2.1729206427578167
F5,MonkeyC_Session12,Object1,6,15,15,6,-1.0,0.7711111111111112,1.4277840223279517
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.9487179487179487,0.748888888888889,0.929304519040634
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.8974358974358975,0.7644444444444446,1.2747053455668484
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.8461538461538461,0.7511111111111113,1.0133668291163893
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.7948717948717949,0.4222222222222222,0.7161643842460133
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.7435897435897436,0.7888888888888889,1.335385109871569
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.6923076923076923,0.5155555555555555,0.9236202663155504
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.641025641025641,0.7377777777777778,1.2241048950574274
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.5897435897435898,0.9022222222222223,1.3187993948789045
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.5384615384615385,0.7622222222222222,1.1631519802119556
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.4871794871794872,0.7466666666666666,1.1435705253789912
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.4358974358974359,0.54,0.9620737183609742
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.3846153846153846,0.8444444444444446,1.67784737408363
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.33333333333333337,0.7822222222222223,1.6477699637974323
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.28205128205128205,0.8577777777777779,1.538244825027504
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.23076923076923084,0.9644444444444443,1.9544054266700635
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.17948717948717952,0.8844444444444445,2.1197138914387836
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.1282051282051282,0.8244444444444444,1.5312538950228818
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.07692307692307698,0.8444444444444444,1.4262472705456228
F5,MonkeyC_Session12,Object1,6,15,15,6,-0.02564102564102566,0.9066666666666667,1.7507687133888628
F5,MonkeyC_Session12,Object1,6,15,15,6,0.02564102564102555,0.8977777777777777,2.026310019562133
F5,MonkeyC_Session12,Object1,6,15,15,6,0.07692307692307687,0.8622222222222223,2.0622193753912743
F5,MonkeyC_Session12,Object1,6,15,15,6,0.1282051282051282,0.7155555555555557,1.4496103747174511
F5,MonkeyC_Session12,Object1,6,15,15,6,0.17948717948717952,0.8577777777777779,1.7795309440880491
F5,MonkeyC_Session12,Object1,6,15,15,6,0.23076923076923084,0.8666666666666667,1.7072569968111162
F5,MonkeyC_Session12,Object1,6,15,15,6,0.28205128205128194,0.8533333333333333,2.017375845998036
F5,MonkeyC_Session12,Object1,6,15,15,6,0.33333333333333326,0.9733333333333333,2.909321062095746
F5,MonkeyC_Session12,Object1,6,15,15,6,0.3846153846153846,0.8133333333333335,1.9111586905673439
F5,MonkeyC_Session12,Object1,6,15,15,6,0.4358974358974359,0.9644444444444445,3.1009104874572837
F5,MonkeyC_Session12,Object1,6,15,15,6,0.4871794871794872,0.9377777777777777,2.4226790520020054
F5,MonkeyC_Session12,Object1,6,15,15,6,0.5384615384615383,0.9733333333333333,2.7155666052917233
F5,MonkeyC_Session12,Object1,6,15,15,6,0.5897435897435896,0.96,2.5124239374333914
F5,MonkeyC_Session12,Object1,6,15,15,6,0.641025641025641,0.8711111111111112,2.1001019733824564
F5,MonkeyC_Session12,Object1,6,15,15,6,0.6923076923076923,0.9155555555555556,2.7954239930738187
F5,MonkeyC_Session12,Object1,6,15,15,6,0.7435897435897436,0.9777777777777779,2.7437189154063053
F5,MonkeyC_Session12,Object1,6,15,15,6,0.7948717948717947,0.848888888888889,2.3555586955485746
F5,MonkeyC_Session12,Object1,6,15,15,6,0.846153846153846,0.8711111111111112,2.2826241031694003
F5,MonkeyC_Session12,Object1,6,15,15,6,0.8974358974358974,0.928888888888889,2.400713891075219
F5,MonkeyC_Session12,Object1,6,15,15,6,0.9487179487179487,0.7155555555555557,1.37746671454366
F5,MonkeyC_Session12,Object1,6,15,15,6,1.0,0.8577777777777779,1.4631633074706833
F5,MonkeyC_Session12,Object3,6,15,15,6,-1.0,0.7244444444444444,1.1085753484456953
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.9487179487179487,0.8711111111111112,1.5526084969566785
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.8974358974358975,0.7244444444444446,1.4085299127751554
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.8461538461538461,0.7377777777777779,1.1234996461262126
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.7948717948717949,0.5866666666666667,1.0156232007297685
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.7435897435897436,0.52,0.7100787365854452
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.6923076923076923,0.7377777777777779,1.1854347993163983
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.641025641025641,0.6,0.7984848004737919
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.5897435897435898,0.548888888888889,1.1909704006355353
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.5384615384615385,0.8355555555555557,1.6080529623329443
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.4871794871794872,0.7133333333333334,1.349519825001549
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.4358974358974359,0.7422222222222223,1.2940149686093214
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.3846153846153846,0.8933333333333334,1.896439083907941
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.33333333333333337,0.7733333333333334,1.622129272557447
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.28205128205128205,0.848888888888889,1.5261209985437525
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.23076923076923084,0.7422222222222221,1.9921261152702863
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.17948717948717952,0.7777777777777777,1.7457342758465286
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.1282051282051282,0.7911111111111111,1.6598812501282305
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.07692307692307698,0.9377777777777778,2.0993339918010707
F5,MonkeyC_Session12,Object3,6,15,15,6,-0.02564102564102566,0.8133333333333332,1.7701049218502065
F5,MonkeyC_Session12,Object3,6,15,15,6,0.02564102564102555,0.9155555555555555,1.9366479829883543
F5,MonkeyC_Session12,Object3,6,15,15,6,0.07692307692307687,0.9866666666666667,2.448095200465522
F5,MonkeyC_Session12,Object3,6,15,15,6,0.1282051282051282,0.6088888888888889,1.0490263130614836
F5,MonkeyC_Session12,Object3,6,15,15,6,0.17948717948717952,0.8977777777777779,1.9058311761669562
F5,MonkeyC_Session12,Object3,6,15,15,6,0.23076923076923084,0.8977777777777779,1.938517941008838
F5,MonkeyC_Session12,Object3,6,15,15,6,0.28205128205128194,0.8311111111111111,1.8898482301090873
F5,MonkeyC_Session12,Object3,6,15,15,6,0.33333333333333326,0.9711111111111111,2.3327972557680736
F5,MonkeyC_Session12,Object3,6,15,15,6,0.3846153846153846,0.9644444444444445,2.3893905332456065
F5,MonkeyC_Session12,Object3,6,15,15,6,0.4358974358974359,0.9155555555555556,2.0416263760406514
F5,MonkeyC_Session12,Object3,6,15,15,6,0.4871794871794872,0.6755555555555556,1.4489407425304346
F5,MonkeyC_Session12,Object3,6,15,15,6,0.5384615384615383,0.8044444444444445,1.6599688795971155
F5,MonkeyC_Session12,Object3,6,15,15,6,0.5897435897435896,0.8755555555555555,2.076444402308343
F5,MonkeyC_Session12,Object3,6,15,15,6,0.641025641025641,0.7955555555555556,2.230477447195212
F5,MonkeyC_Session12,Object3,6,15,15,6,0.6923076923076923,0.7955555555555556,2.1114001352364826
F5,MonkeyC_Session12,Object3,6,15,15,6,0.7435897435897436,0.728888888888889,1.1331069353928722
F5,MonkeyC_Session12,Object3,6,15,15,6,0.7948717948717947,0.6133333333333334,0.9640810721559971
F5,MonkeyC_Session12,Object3,6,15,15,6,0.846153846153846,0.6644444444444446,1.8333869880018574
F5,MonkeyC_Session12,Object3,6,15,15,6,0.8974358974358974,0.7377777777777778,1.7436201016679984
F5,MonkeyC_Session12,Object3,6,15,15,6,0.9487179487179487,0.7822222222222223,1.7614424820259722
F5,MonkeyC_Session12,Object3,6,15,15,6,1.0,0.9244444444444444,2.145064822223502
F5,MonkeyC_Session12,Object2,6,15,15,6,-1.0,0.4688888888888889,0.6280728387741035
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.9487179487179487,0.8088888888888889,0.8131097023762512
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.8974358974358975,0.6355555555555557,0.8184876686140204
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.8461538461538461,0.7911111111111111,1.0799065775141896
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.7948717948717949,0.5688888888888889,0.7392936452187765
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.7435897435897436,0.7044444444444445,0.9590370548850068
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.6923076923076923,0.6577777777777777,0.7337526885743425
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.641025641025641,0.6711111111111111,1.0813364986040914
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.5897435897435898,0.5066666666666667,0.5904031257399857
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.5384615384615385,0.8933333333333334,1.562362869014967
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.4871794871794872,0.6711111111111111,0.9709112632529097
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.4358974358974359,0.7066666666666667,1.2099284780813557
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.3846153846153846,0.8755555555555555,1.891192056100735
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.33333333333333337,0.7511111111111112,1.0919638816564163
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.28205128205128205,0.6422222222222222,0.9506728295893444
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.23076923076923084,0.8488888888888888,1.3514862611557221
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.17948717948717952,0.7911111111111111,1.5858254042897622
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.1282051282051282,0.7822222222222222,1.5804981278682317
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.07692307692307698,0.9288888888888889,1.9663815649670404
F5,MonkeyC_Session12,Object2,6,15,15,6,-0.02564102564102566,0.9244444444444444,2.278146838237594
F5,MonkeyC_Session12,Object2,6,15,15,6,0.02564102564102555,0.92,2.0723304126417776
F5,MonkeyC_Session12,Object2,6,15,15,6,0.07692307692307687,0.96,2.266805896664215
F5,MonkeyC_Session12,Object2,6,15,15,6,0.1282051282051282,0.9377777777777778,2.205506471470163
F5,MonkeyC_Session12,Object2,6,15,15,6,0.17948717948717952,0.9155555555555557,2.6489629115075
F5,MonkeyC_Session12,Object2,6,15,15,6,0.23076923076923084,0.9955555555555555,2.7668855058498587
F5,MonkeyC_Session12,Object2,6,15,15,6,0.28205128205128194,1.0,3.066306808277455
F5,MonkeyC_Session12,Object2,6,15,15,6,0.33333333333333326,0.9555555555555554,2.8166297064572157
F5,MonkeyC_Session12,Object2,6,15,15,6,0.3846153846153846,0.9911111111111112,3.504956715768171
F5,MonkeyC_Session12,Object2,6,15,15,6,0.4358974358974359,0.9688888888888889,2.770776966962526
F5,MonkeyC_Session12,Object2,6,15,15,6,0.4871794871794872,0.9511111111111111,2.9530840740626245
F5,MonkeyC_Session12,Object2,6,15,15,6,0.5384615384615383,0.9022222222222223,2.079653769442049
F5,MonkeyC_Session12,Object2,6,15,15,6,0.5897435897435896,0.9333333333333335,2.3704646527822195
F5,MonkeyC_Session12,Object2,6,15,15,6,0.641025641025641,0.8222222222222223,2.5552615674840045
F5,MonkeyC_Session12,Object2,6,15,15,6,0.6923076923076923,0.8000000000000002,2.0834543608032225
F5,MonkeyC_Session12,Object2,6,15,15,6,0.7435897435897436,0.8533333333333334,1.8347700524809678
F5,MonkeyC_Session12,Object2,6,15,15,6,0.7948717948717947,0.9066666666666666,1.816379584167334
F5,MonkeyC_Session12,Object2,6,15,15,6,0.846153846153846,0.7466666666666668,1.037595366969436
F5,MonkeyC_Session12,Object2,6,15,15,6,0.8974358974358974,0.6711111111111111,1.3868980404165914
F5,MonkeyC_Session12,Object2,6,15,15,6,0.9487179487179487,0.6088888888888889,1.2208084321893735
F5,MonkeyC_Session12,Object2,6,15,15,6,1.0,0.5688888888888889,1.053859615623893
F5,MonkeyC_Session08,Object1,6,15,20,6,-1.0,0.5083333333333333,0.6626588596374844
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.9487179487179487,0.6916666666666668,1.1218139854559246
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.8974358974358975,0.4533333333333333,0.7392602521987139
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.8461538461538461,0.5800000000000001,0.8504370291201376
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.7948717948717949,0.8333333333333335,1.1234500862589205
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.7435897435897436,0.6983333333333335,0.8807283354871874
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.6923076923076923,0.74,1.0394729401864866
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.641025641025641,0.7666666666666667,1.1507424328634193
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.5897435897435898,0.7966666666666667,1.0955359897332069
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.5384615384615385,0.88,1.292314942794672
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.4871794871794872,0.9300000000000002,1.53014332550537
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.4358974358974359,0.9266666666666667,1.6442222454982365
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.3846153846153846,0.8216666666666668,1.3183962080866931
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.33333333333333337,0.955,1.3570493502738288
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.28205128205128205,0.7966666666666667,1.0411410727361614
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.23076923076923084,0.7066666666666667,0.9477091273242371
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.17948717948717952,0.7666666666666667,1.1157902788653966
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.1282051282051282,0.7766666666666667,1.4070626558870079
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.07692307692307698,0.805,0.9977471687485111
F5,MonkeyC_Session08,Object1,6,15,20,6,-0.02564102564102566,0.89,2.0740977706555204
F5,MonkeyC_Session08,Object1,6,15,20,6,0.02564102564102555,0.8900000000000001,2.0474398238558122
F5,MonkeyC_Session08,Object1,6,15,20,6,0.07692307692307687,0.91,2.202686361372505
F5,MonkeyC_Session08,Object1,6,15,20,6,0.1282051282051282,0.8233333333333335,2.334352178924536
F5,MonkeyC_Session08,Object1,6,15,20,6,0.17948717948717952,0.9450000000000002,2.267645882628668
F5,MonkeyC_Session08,Object1,6,15,20,6,0.23076923076923084,0.8733333333333334,1.9722767147414575
F5,MonkeyC_Session08,Object1,6,15,20,6,0.28205128205128194,0.9333333333333335,2.580741808547816
F5,MonkeyC_Session08,Object1,6,15,20,6,0.33333333333333326,0.9166666666666667,2.4415605103177027
F5,MonkeyC_Session08,Object1,6,15,20,6,0.3846153846153846,0.7933333333333334,2.0419740698990183
F5,MonkeyC_Session08,Object1,6,15,20,6,0.4358974358974359,0.895,1.8991745576149126
F5,MonkeyC_Session08,Object1,6,15,20,6,0.4871794871794872,0.85,1.6617770085342627
F5,MonkeyC_Session08,Object1,6,15,20,6,0.5384615384615383,0.8766666666666667,2.326736966560917
F5,MonkeyC_Session08,Object1,6,15,20,6,0.5897435897435896,0.7783333333333334,1.8749896788950529
F5,MonkeyC_Session08,Object1,6,15,20,6,0.641025641025641,0.8433333333333334,2.0348841705477567
F5,MonkeyC_Session08,Object1,6,15,20,6,0.6923076923076923,0.6933333333333332,1.2688455124765852
F5,MonkeyC_Session08,Object1,6,15,20,6,0.7435897435897436,0.7766666666666667,1.3669255502596453
F5,MonkeyC_Session08,Object1,6,15,20,6,0.7948717948717947,0.7533333333333334,1.2084278497123875
F5,MonkeyC_Session08,Object1,6,15,20,6,0.846153846153846,0.8483333333333333,1.9757782130158705
F5,MonkeyC_Session08,Object1,6,15,20,6,0.8974358974358974,0.71,1.3376791064223634
F5,MonkeyC_Session08,Object1,6,15,20,6,0.9487179487179487,0.7266666666666667,1.7071005766171365
F5,MonkeyC_Session08,Object1,6,15,20,6,1.0,0.8566666666666667,1.4299567453211486
F5,MonkeyC_Session08,Object2,6,15,20,6,-1.0,0.5900000000000001,0.6218726598316457
F5,MonkeyC_Session08,Object2,6,15,20,6,-0.9487179487179487,0.4483333333333334,0.5500836280814584
F5,MonkeyC_Session08,Object2,6,15,20,6,-0.8974358974358975,0.63,0.7243036898052182
F5,MonkeyC_Session08,Object2,6,15,20,6,-0.8461538461538461,0.715,0.6202409234711898
