area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used
AIP,MonkeyA_Session01,Object2,Event1,0,5,-0.15000000000000002,0.5489999999999999,0.6,8
AIP,MonkeyA_Session01,Object2,Event1,1,6,-0.13,0.659,0.6758333333333333,8
AIP,MonkeyA_Session01,Object2,Event1,2,7,-0.11000000000000001,0.5980000000000001,0.6941666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,3,8,-0.09000000000000001,0.557,0.645,8
AIP,MonkeyA_Session01,Object2,Event1,4,9,-0.07,0.636,0.73,8
AIP,MonkeyA_Session01,Object2,Event1,5,10,-0.05000000000000002,0.517,0.575,8
AIP,MonkeyA_Session01,Object2,Event1,6,11,-0.03,0.5469999999999999,0.6166666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,7,12,-0.010000000000000009,0.5830000000000001,0.65,8
AIP,MonkeyA_Session01,Object2,Event1,8,13,0.009999999999999981,0.5720000000000001,0.6183333333333334,8
AIP,MonkeyA_Session01,Object2,Event1,9,14,0.03,0.538,0.575,8
AIP,MonkeyA_Session01,Object2,Event1,10,15,0.04999999999999999,0.619,0.6533333333333334,8
AIP,MonkeyA_Session01,Object2,Event1,11,16,0.07,0.558,0.6366666666666666,8
AIP,MonkeyA_Session01,Object2,Event1,12,17,0.08999999999999997,0.509,0.5516666666666666,8
AIP,MonkeyA_Session01,Object2,Event1,13,18,0.10999999999999999,0.62,0.6016666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,14,19,0.13,0.638,0.6833333333333332,8
AIP,MonkeyA_Session01,Object2,Event1,15,20,0.15000000000000002,0.615,0.6233333333333334,8
AIP,MonkeyA_Session01,Object2,Event1,16,21,0.16999999999999998,0.6310000000000001,0.6016666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,17,22,0.19,0.602,0.6416666666666666,8
AIP,MonkeyA_Session01,Object2,Event1,18,23,0.21000000000000002,0.47200000000000003,0.5183333333333333,8
AIP,MonkeyA_Session01,Object2,Event1,19,24,0.22999999999999998,0.41600000000000004,0.34,8
AIP,MonkeyA_Session01,Object2,Event1,20,25,0.25,0.37499999999999994,0.32166666666666666,8
AIP,MonkeyA_Session01,Object2,Event1,21,26,0.27,0.45799999999999996,0.4083333333333334,8
AIP,MonkeyA_Session01,Object2,Event1,22,27,0.29,0.43300000000000005,0.34,8
AIP,MonkeyA_Session01,Object2,Event1,23,28,0.31,0.4809999999999999,0.38500000000000006,8
AIP,MonkeyA_Session01,Object2,Event1,24,29,0.33,0.561,0.6,8
AIP,MonkeyA_Session01,Object2,Event1,25,30,0.35000000000000003,0.561,0.65,8
AIP,MonkeyA_Session01,Object2,Event1,26,31,0.37000000000000005,0.623,0.6266666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,27,32,0.38999999999999996,0.395,0.30499999999999994,8
AIP,MonkeyA_Session01,Object2,Event1,28,33,0.41,0.365,0.27,8
AIP,MonkeyA_Session01,Object2,Event1,29,34,0.43,0.331,0.27166666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,30,35,0.45,0.42800000000000005,0.43000000000000005,8
AIP,MonkeyA_Session01,Object2,Event1,31,36,0.47000000000000003,0.49199999999999994,0.445,8
AIP,MonkeyA_Session01,Object2,Event1,32,37,0.49000000000000005,0.526,0.5516666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,33,38,0.51,0.48200000000000004,0.49333333333333335,8
AIP,MonkeyA_Session01,Object2,Event1,34,39,0.53,0.552,0.5716666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,35,40,0.55,0.47400000000000003,0.4933333333333333,8
AIP,MonkeyA_Session01,Object2,Event1,36,41,0.5700000000000001,0.5820000000000001,0.6583333333333334,8
AIP,MonkeyA_Session01,Object2,Event1,37,42,0.5900000000000001,0.449,0.44,8
AIP,MonkeyA_Session01,Object2,Event1,38,43,0.6100000000000001,0.31,0.29,8
AIP,MonkeyA_Session01,Object2,Event1,39,44,0.6300000000000001,0.392,0.46,8
AIP,MonkeyA_Session01,Object2,Event1,40,45,0.6499999999999999,0.381,0.39666666666666667,8
AIP,MonkeyA_Session01,Object2,Event1,41,46,0.6699999999999999,0.40299999999999997,0.345,8
AIP,MonkeyA_Session01,Object2,Event1,42,47,0.69,0.525,0.5150000000000001,8
AIP,MonkeyA_Session01,Object2,Event1,43,48,0.71,0.47900000000000004,0.48166666666666663,8
AIP,MonkeyA_Session01,Object2,Event1,44,49,0.73,0.472,0.4433333333333333,8
AIP,MonkeyA_Session01,Object2,Event1,45,50,0.75,0.536,0.6050000000000001,8
AIP,MonkeyA_Session01,Object2,Event3,0,5,-0.75,0.519,0.5641666666666666,8
AIP,MonkeyA_Session01,Object2,Event3,1,6,-0.73,0.41600000000000004,0.37916666666666665,8
AIP,MonkeyA_Session01,Object2,Event3,2,7,-0.7100000000000001,0.47200000000000003,0.46666666666666673,8
AIP,MonkeyA_Session01,Object2,Event3,3,8,-0.6900000000000001,0.482,0.5033333333333334,8
AIP,MonkeyA_Session01,Object2,Event3,4,9,-0.67,0.44600000000000006,0.465,8
AIP,MonkeyA_Session01,Object2,Event3,5,10,-0.65,0.52,0.5575,8
