area,session,object,event,interval_start,interval_stop,n_neurons,n_bins,n_trials_exe_go,n_trials_obs_go,n_trials_obs_nogo,n_pcs_raw,n_pcs_centered,dist_exe_obs_mean,dist_go_nogo_mean,dist_exe_nogo_mean,dist_go_nogo_centered_mean,vel_cos_exe_obs_mean,vel_cos_go_nogo_mean,angle_exe_obs_min,angle_go_nogo_min,angle_exe_nogo_min,dec_obs_go_nogo_acc_full,dec_obs_go_nogo_auc_full,dec_obs_go_nogo_acc_pre,dec_obs_go_nogo_auc_pre,dec_obs_go_nogo_acc_post,dec_obs_go_nogo_auc_post,dec_exe_obs_acc_full,dec_exe_obs_auc_full,perm_obs_go_nogo_auc,perm_obs_go_nogo_auc_p,perm_obs_go_nogo_acc,perm_obs_go_nogo_acc_p,boot_obs_go_nogo_auc_mean,boot_obs_go_nogo_auc_ci95_low,boot_obs_go_nogo_auc_ci95_high,boot_obs_go_nogo_acc_mean,boot_obs_go_nogo_acc_ci95_low,boot_obs_go_nogo_acc_ci95_high
AIP,MonkeyA_Session02,Object3,Event1,-0.2,0.8,55,50,12,12,12,8,8,1.8222140799920705,0.9810860385932522,1.7738259076837406,1.0018049317365112,-0.055933438739676905,-0.0474140725053572,0.6938048808367675,0.4735368236957083,0.7556973769428772,0.389,0.325,0.597,0.6466666666666667,0.47900000000000004,0.4033333333333334,1.0,1.0,0.325,0.893687707641196,0.389,0.8504983388704319,0.7248611111111112,0.4022083333333334,0.9417499999999999,0.6709133333333334,0.41637499999999994,0.8610999999999998
AIP,MonkeyA_Session02,Object3,Event3,-0.8,0.6,55,70,12,12,12,8,8,2.141921803130345,1.0247372501627132,2.160237749693507,1.0558361383323533,0.02314105185776663,0.00936923316970878,0.8974914820604565,0.7463198345285412,1.0056242557980462,0.652,0.7333333333333334,0.5930000000000001,0.615,0.6110000000000001,0.7266666666666666,1.0,1.0,0.7333333333333334,0.036544850498338874,0.652,0.05647840531561462,0.8873944444444445,0.7224583333333333,0.9850833333333332,0.80941,0.6589999999999999,0.9175749999999998
AIP,MonkeyB_Session01,Object1,Event1,-0.2,0.8,11,50,12,12,12,8,8,1.3723971641140185,1.0936827795932293,1.4321545154187976,1.1198202625287517,-0.017742230425438273,-0.13154798023485598,0.23777893152530108,0.23322032158218553,0.12305389194808175,0.389,0.43166666666666664,0.61,0.6483333333333333,0.33799999999999997,0.31000000000000005,0.992,1.0,0.43166666666666664,0.6677740863787376,0.389,0.8305647840531561,0.7165888888888889,0.4557916666666667,0.9083333333333333,0.6630466666666667,0.447375,0.847
AIP,MonkeyB_Session01,Object1,Event3,-0.8,0.6,11,70,12,12,12,8,8,1.4464623077434682,0.9828452173968086,1.3778388960620902,1.0038122806871133,-0.009784418882371693,-0.0007960803046167096,0.19636529209538864,0.2706550349409296,0.24254295450614705,0.5479999999999999,0.575,0.43199999999999994,0.43,0.6859999999999999,0.7766666666666667,0.9669999999999999,1.0,0.575,0.3222591362126246,0.5479999999999999,0.34219269102990035,0.7770611111111111,0.5507916666666667,0.9816666666666667,0.73293,0.5539,0.9116249999999999
AIP,MonkeyB_Session01,Object2,Event1,-0.2,0.8,11,50,12,12,12,8,8,1.496791668905311,1.101577815648224,1.4721801353561668,1.1163717260597479,-0.0528229928077632,-0.01062457179324847,0.13261525922374,0.12597698505153468,0.09130978881767292,0.36699999999999994,0.3066666666666667,0.408,0.43,0.31299999999999994,0.245,1.0,1.0,0.3066666666666667,0.9003322259136213,0.36699999999999994,0.8903654485049833,0.6856333333333333,0.4157916666666666,0.8952499999999998,0.66839,0.465475,0.85405
AIP,MonkeyB_Session01,Object2,Event3,-0.8,0.6,11,70,12,12,12,8,8,1.3611399038165015,1.0727660298460937,1.4591915222633864,1.0939994396351331,-0.011691359892950583,0.0783626376435963,0.3533194981252337,0.08036920117079807,0.34034303757307727,0.72,0.8183333333333335,0.6779999999999999,0.6916666666666668,0.8489999999999999,0.94,0.9669999999999999,1.0,0.8183333333333335,0.009966777408637873,0.72,0.009966777408637873,0.9306722222222222,0.8207083333333333,1.0,0.85771,0.737375,0.9641999999999998
AIP,MonkeyB_Session01,Object3,Event1,-0.2,0.8,11,50,12,12,12,8,8,1.3656402190910932,1.0141759676604065,1.446037527373963,1.0333093475556092,-0.017879729314906848,0.06737300131313793,0.2511045089780644,0.17846280618843174,0.11903822544645214,0.562,0.5716666666666668,0.39,0.29333333333333333,0.6110000000000001,0.67,1.0,1.0,0.5716666666666668,0.27906976744186046,0.562,0.23588039867109634,0.7895666666666666,0.5714166666666667,0.9766666666666667,0.7578933333333333,0.5779,0.9220499999999998
AIP,MonkeyB_Session01,Object3,Event3,-0.8,0.6,11,70,12,12,12,8,8,1.4791166220590644,1.0693450607107025,1.5038503220929917,1.0905466316508559,0.010241257582065434,-0.03251188514854043,0.172859571886105,0.46007427050978894,0.37303976880324985,0.652,0.7016666666666665,0.35700000000000004,0.285,0.7240000000000001,0.825,0.9039999999999998,0.9916666666666667,0.7016666666666665,0.10963455149501661,0.652,0.09966777408637874,0.8381333333333333,0.6422916666666667,0.9933333333333334,0.78754,0.606425,0.9521999999999997
AIP,MonkeyB_Session02,Object1,Event1,-0.2,0.8,7,50,12,12,12,7,7,1.1694766841726227,1.1204115442907878,1.0870951103764281,1.1390716766386095,0.006590393354773507,0.04143401626863045,8.862147356845174e-17,0.0,0.0,0.56,0.53,0.425,0.37499999999999994,0.5960000000000001,0.56,0.96,0.9966666666666666,0.53,0.4318936877076412,0.56,0.2691029900332226,0.7750499999999999,0.45658333333333334,0.9933333333333334,0.7506066666666666,0.48475,0.955
AIP,MonkeyB_Session02,Object1,Event3,-0.8,0.6,7,70,12,12,12,7,7,1.1753068816694097,1.0955856551373098,1.2284694403379046,1.1120071237992426,0.04521794342378826,-0.014908815026650677,0.0,3.8159745071788013e-16,0.0,0.6749999999999998,0.7383333333333333,0.561,0.6383333333333333,0.5660000000000001,0.7316666666666666,0.917,1.0,0.7383333333333333,0.06312292358803986,0.6749999999999998,0.053156146179401995,0.8608944444444444,0.6448333333333333,0.9984166666666665,0.79455,0.624225,0.95
AIP,MonkeyB_Session02,Object2,Event1,-0.2,0.8,7,50,12,12,12,7,7,1.1135907705919008,1.1559880152081043,1.2177486375428956,1.1765273106410246,0.0788606593545735,-0.05143604394501215,0.0,0.0,0.0,0.57,0.5333333333333333,0.6890000000000002,0.6583333333333333,0.519,0.4633333333333334,0.8810000000000001,0.9683333333333333,0.5333333333333333,0.43521594684385384,0.57,0.2591362126245847,0.7231333333333333,0.4738750000000001,0.9242083333333333,0.6830366666666666,0.46947500000000003,0.8936249999999998
AIP,MonkeyB_Session02,Object2,Event3,-0.8,0.6,7,70,12,12,12,7,7,1.1952255538131011,1.161268187445219,1.3190487403826399,1.176539131937188,0.04946910158961783,-0.03759370184294739,0.0,0.0,0.0,0.667,0.715,0.6090000000000001,0.66,0.684,0.8583333333333334,1.0,1.0,0.715,0.07973421926910298,0.667,0.05647840531561462,0.8335444444444444,0.6107083333333334,0.9966666666666666,0.79394,0.602025,0.9480499999999998
AIP,MonkeyB_Session02,Object3,Event1,-0.2,0.8,7,50,12,12,12,7,7,1.0669597917838203,1.0532232671056392,1.2239133259913906,1.069298956148633,-0.10115658953348974,0.051828143500953716,0.0,0.0,0.0,0.6080000000000001,0.6733333333333333,0.7,0.7600000000000001,0.37200000000000005,0.315,1.0,1.0,0.6733333333333333,0.12292358803986711,0.6080000000000001,0.15946843853820597,0.7604277777777778,0.509125,0.9500833333333333,0.7101933333333333,0.491475,0.8996249999999999
AIP,MonkeyB_Session02,Object3,Event3,-0.8,0.6,7,70,12,12,12,7,7,1.3803444677690642,1.0417374013100984,1.436448817163202,1.0556890510440151,-0.020549839307109106,-0.016990531944585392,0.0,0.0,0.0,0.706,0.7799999999999998,0.7239999999999999,0.7583333333333333,0.745,0.8333333333333333,0.991,1.0,0.7799999999999998,0.029900332225913623,0.706,0.029900332225913623,0.8813277777777777,0.7007083333333334,0.9966666666666666,0.8237966666666667,0.64975,0.9560499999999998
F5,MonkeyB_Session01,Object1,Event1,-0.2,0.8,5,50,15,15,15,5,5,0.8317827483936949,0.8024611316345495,0.8958858859910506,0.8117557882853811,-0.01720130068393456,-0.13720048236252813,4.552496435103283e-17,2.886290477744268e-17,2.7397367177326756e-17,0.44999999999999996,0.5000000000000001,0.4966666666666667,0.44222222222222224,0.59,0.671111111111111,0.7266666666666667,0.9088888888888889,0.5000000000000001,0.4983388704318937,0.44999999999999996,0.6976744186046512,0.6235333333333334,0.3486666666666667,0.8612777777777776,0.5939333333333333,0.37666666666666665,0.8068333333333333
F5,MonkeyB_Session01,Object1,Event3,-0.8,0.6,5,70,15,15,15,5,5,1.0151501130731755,0.7559049904009069,1.023461515243655,0.7647068046190298,-0.052741302815538904,0.13127253431309777,4.738246593520563e-17,1.3468041694539043e-16,8.979125819187666e-18,0.8533333333333333,0.9333333333333332,0.6433333333333333,0.7888888888888889,0.8166666666666668,0.8933333333333334,0.9966666666666667,1.0,0.9333333333333332,0.0033222591362126247,0.8533333333333333,0.0033222591362126247,0.9505259259259257,0.8777777777777778,1.0,0.8878666666666667,0.7815833333333333,0.9833333333333334
F5,MonkeyB_Session01,Object2,Event1,-0.2,0.8,5,50,15,15,15,5,5,0.7958498708392915,0.7012068359660549,0.8124157159351872,0.7101583580038067,-0.0037240292578091046,0.14212558236665696,3.2061176253111743e-17,2.672300804413955e-17,3.0998902971721917e-18,0.5766666666666667,0.6044444444444445,0.41,0.3344444444444445,0.6133333333333333,0.6666666666666667,0.5499999999999999,0.5666666666666668,0.6044444444444445,0.23588039867109634,0.5766666666666667,0.22591362126245848,0.7179333333333334,0.4351111111111111,0.9204444444444441,0.6709555555555555,0.46266666666666667,0.8500000000000001
F5,MonkeyB_Session01,Object2,Event3,-0.8,0.6,5,70,15,15,15,5,5,1.126826024265418,0.7687397532938182,1.2238018105739552,0.7766022928154833,-0.033429360159584975,-0.11905248390376029,1.343983665345433e-17,3.533639781382916e-17,4.4423140211401045e-17,0.8,0.8755555555555555,0.6399999999999999,0.66,0.75,0.8444444444444444,0.96,1.0,0.8755555555555555,0.0033222591362126247,0.8,0.0033222591362126247,0.886651851851852,0.7398888888888889,0.9866666666666667,0.8138222222222223,0.6749166666666667,0.9350833333333332
F5,MonkeyB_Session01,Object3,Event1,-0.2,0.8,5,50,15,15,15,5,5,0.8245096378797122,0.7466013447900539,0.8803080348011167,0.7551151023301129,0.07172238280849375,-0.12938551934132328,3.657474220398254e-18,1.6878597835145996e-17,2.6119360547006623e-17,0.45,0.4577777777777778,0.5233333333333333,0.5066666666666666,0.4333333333333333,0.4311111111111112,0.7300000000000001,0.7711111111111112,0.4577777777777778,0.5813953488372093,0.45,0.6611295681063123,0.6461111111111111,0.3621111111111111,0.854722222222222,0.6196444444444444,0.3933333333333333,0.8117499999999999
F5,MonkeyB_Session01,Object3,Event3,-0.8,0.6,5,70,15,15,15,5,5,1.1383476239895052,0.8063501260843436,1.1461614754422316,0.8158812757203318,-0.0926207024209029,-0.01725031434898844,7.657600337334445e-17,1.2710483594196444e-18,7.37422561883872e-18,0.92,0.9488888888888889,0.7333333333333334,0.8511111111111112,0.81,0.888888888888889,0.9766666666666666,0.9977777777777778,0.9488888888888889,0.0033222591362126247,0.92,0.0033222591362126247,0.9495407407407407,0.8565,1.0,0.9216000000000001,0.7949166666666667,0.9966666666666667
F5,MonkeyB_Session02,Object1,Event1,-0.2,0.8,4,50,15,15,15,4,4,1.0416725473934558,0.48347811878325636,1.082780918592745,0.49581816469836476,0.08971529967814908,-0.04531804112921808,1.998249069321004e-17,0.0,4.655114745686756e-17,0.57,0.5755555555555556,0.6433333333333333,0.6555555555555557,0.5233333333333333,0.5311111111111111,0.9133333333333334,0.9688888888888889,0.5755555555555556,0.30564784053156147,0.57,0.2558139534883721,0.6707703703703704,0.3884444444444444,0.908888888888889,0.6445222222222223,0.43825,0.8517499999999999
F5,MonkeyB_Session02,Object1,Event3,-0.8,0.6,4,70,15,15,15,4,4,1.4590533451552241,0.5443048316136738,1.4869233745214092,0.5531030878449322,-0.05688413597566596,-0.023616689355346502,1.2043965352124942e-16,0.0,1.371110962083888e-16,0.6633333333333334,0.8222222222222223,0.5233333333333333,0.5355555555555555,0.9,0.9711111111111111,0.9666666666666667,0.9955555555555555,0.8222222222222223,0.0033222591362126247,0.6633333333333334,0.036544850498338874,0.8561851851851852,0.7308888888888888,0.9645555555555554,0.7652777777777777,0.6228333333333333,0.9
F5,MonkeyB_Session02,Object2,Event1,-0.2,0.8,4,50,15,15,15,4,4,1.1281657111978098,0.5262092462215423,1.0513959493042202,0.5431264878317399,0.1044334615861697,-0.07577695185492694,1.413977110296436e-17,0.0,1.142301138180293e-17,0.4966666666666667,0.5222222222222223,0.5566666666666666,0.5933333333333334,0.37333333333333335,0.31555555555555553,0.8833333333333334,0.9911111111111112,0.5222222222222223,0.40863787375415284,0.4966666666666667,0.4717607973421927,0.6213037037037037,0.27511111111111114,0.8411666666666665,0.5931666666666666,0.3431666666666667,0.7684166666666666
F5,MonkeyB_Session02,Object2,Event3,-0.8,0.6,4,70,15,15,15,4,4,1.362229804619703,0.5338052697196914,1.32521606540944,0.5400876136051768,0.044643837576597845,-0.0380414225443989,2.0901065249246868e-17,1.5362773697212803e-33,3.793945442230033e-17,0.6666666666666667,0.8066666666666665,0.64,0.668888888888889,0.7866666666666667,0.8844444444444446,0.9333333333333335,0.9755555555555554,0.8066666666666665,0.009966777408637873,0.6666666666666667,0.023255813953488372,0.8463703703703704,0.6721666666666668,0.9623333333333333,0.7315111111111111,0.56475,0.8733333333333333
F5,MonkeyB_Session02,Object3,Event1,-0.2,0.8,4,50,15,15,15,4,4,1.0664221826276867,0.4822542267739337,1.0484706697357336,0.4977946674114088,-0.05022887430961556,-0.03472645188914422,4.119265228493399e-17,0.0,2.312892682062823e-17,0.3999999999999999,0.2677777777777778,0.2766666666666666,0.21333333333333335,0.4366666666666666,0.4022222222222222,0.9033333333333333,0.9755555555555556,0.2677777777777778,0.9435215946843853,0.3999999999999999,0.8039867109634552,0.5178333333333334,0.22316666666666668,0.7733333333333335,0.539511111111111,0.3033333333333333,0.758583333333333
F5,MonkeyB_Session02,Object3,Event3,-0.8,0.6,4,70,15,15,15,4,4,1.5031562641287664,0.7532333559620071,1.4058883354555043,0.7660436056934169,-0.07815250402286619,-0.002526440388070995,8.892368717816254e-17,0.0,6.150660471584477e-18,0.9,0.9777777777777777,0.6033333333333334,0.6633333333333334,1.0,1.0,1.0,1.0,0.9777777777777777,0.0033222591362126247,0.9,0.0033222591362126247,0.9927629629629631,0.9721666666666667,1.0,0.9435333333333336,0.8866666666666667,0.9968333333333332
