event,n_units,dist_exe_obs_mean_mean,dist_exe_obs_mean_ci95_low,dist_exe_obs_mean_ci95_high,dist_go_nogo_mean_mean,dist_go_nogo_mean_ci95_low,dist_go_nogo_mean_ci95_high,dist_go_nogo_centered_mean_mean,dist_go_nogo_centered_mean_ci95_low,dist_go_nogo_centered_mean_ci95_high,dec_obs_go_nogo_auc_full_mean,dec_obs_go_nogo_auc_full_ci95_low,dec_obs_go_nogo_auc_full_ci95_high,dec_obs_go_nogo_auc_pre_mean,dec_obs_go_nogo_auc_pre_ci95_low,dec_obs_go_nogo_auc_pre_ci95_high,dec_obs_go_nogo_auc_post_mean,dec_obs_go_nogo_auc_post_ci95_low,dec_obs_go_nogo_auc_post_ci95_high,dec_exe_obs_auc_full_mean,dec_exe_obs_auc_full_ci95_low,dec_exe_obs_auc_full_ci95_high,perm_obs_go_nogo_auc_p_mean,perm_obs_go_nogo_auc_p_ci95_low,perm_obs_go_nogo_auc_p_ci95_high,n_neurons_mean,n_neurons_ci95_low,n_neurons_ci95_high,wilcoxon_post_gt_pre_auc_p,sign_post_gt_pre_auc_p
Event1,102,1.0815375075909475,1.0257352698686855,1.1402800076894108,0.8435191360402803,0.8057966321664438,0.8827134413679864,0.8578395658266774,0.8193984690704149,0.8977488986829876,0.5329139433551198,0.5063070533769063,0.5587967047930283,0.5125844226579521,0.48377988834422664,0.5422010484749455,0.5383769063180829,0.5111365740740741,0.565354302832244,0.9041857298474943,0.8807781181917209,0.9260106889978215,0.42283890300306176,0.36961435737085524,0.4777864634225783,9.705882352941176,7.705882352941177,12.000490196078424,0.18875881818164503,0.4999999999999998
Event3,102,1.3576272418826811,1.2854967458483646,1.4323549477132251,0.8334099614217635,0.7978816049070956,0.8708488113833576,0.847316224742211,0.8109479553151524,0.8853839783566303,0.6763997821350762,0.6429192538126361,0.7087446214596947,0.5567864923747277,0.529062908496732,0.5848781998910675,0.7509640522875819,0.7188872549019607,0.7843199891067536,0.9868572984749457,0.980152096949891,0.9927019335511983,0.21539313399778515,0.1660144290274249,0.26767230147873095,9.705882352941176,7.705882352941177,12.000490196078424,1.9275170477850937e-13,1.3876938412612522e-14
