area,session,object,event,start_bin,stop_bin,center_time_s,acc,auc,n_pcs_used,p_auc,null_auc_mean,null_auc_ci95_high,q_auc
F6,MonkeyB_Session01,Object1,Event1,10,15,0.0499999999999999,0.407,0.3433333333333332,8,0.9680638722554892,0.510875,0.7916666666666666,0.9680638722554891
F6,MonkeyB_Session01,Object1,Event1,11,16,0.07,0.46,0.465,8,0.5788423153692615,0.516625,0.8442708333333329,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,12,17,0.0899999999999999,0.435,0.3916666666666666,8,0.7145708582834331,0.5195833333333334,0.8125,0.8173896110218587
F6,MonkeyB_Session01,Object1,Event1,13,18,0.1099999999999999,0.4479999999999999,0.5383333333333333,8,0.3512974051896207,0.5195,0.8333333333333334,0.6733200266134397
F6,MonkeyB_Session01,Object1,Event1,14,19,0.13,0.511,0.4850000000000001,8,0.2914171656686626,0.5195,0.7708333333333334,0.6467065868263472
F6,MonkeyB_Session01,Object1,Event1,15,20,0.15,0.4589999999999999,0.4416666666666666,8,0.7664670658682635,0.5212916666666666,0.8026041666666662,0.8220767766791997
F6,MonkeyB_Session01,Object1,Event1,16,21,0.1699999999999999,0.373,0.345,8,0.7025948103792415,0.5007916666666667,0.7916666666666666,0.8173896110218587
F6,MonkeyB_Session01,Object1,Event1,17,22,0.19,0.375,0.34,8,0.6467065868263473,0.4633333333333332,0.7401041666666662,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,18,23,0.21,0.5760000000000001,0.6100000000000001,8,0.091816367265469,0.49225,0.7916666666666666,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,19,24,0.2299999999999999,0.548,0.595,8,0.2035928143712574,0.5164166666666667,0.7916666666666666,0.6140219560878242
F6,MonkeyB_Session01,Object1,Event1,20,25,0.25,0.549,0.5416666666666667,8,0.2275449101796407,0.5299583333333334,0.8125,0.615709756956675
F6,MonkeyB_Session01,Object1,Event1,21,26,0.27,0.4639999999999999,0.44,8,0.3233532934131736,0.5037916666666666,0.7916666666666666,0.6467065868263472
F6,MonkeyB_Session01,Object1,Event1,22,27,0.29,0.528,0.545,8,0.4131736526946107,0.4830833333333332,0.8125,0.6787852865697176
F6,MonkeyB_Session01,Object1,Event1,23,28,0.31,0.528,0.5683333333333334,8,0.3932135728542914,0.5046666666666666,0.8125,0.6787852865697176
F6,MonkeyB_Session01,Object1,Event1,24,29,0.33,0.4619999999999999,0.4100000000000001,8,0.6287425149700598,0.516125,0.8234374999999996,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,25,30,0.35,0.5820000000000001,0.5933333333333333,8,0.6087824351297405,0.493375,0.8026041666666662,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,26,31,0.37,0.5579999999999999,0.59,8,0.1217564870259481,0.5038333333333334,0.8125,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,27,32,0.3899999999999999,0.559,0.5916666666666667,8,0.6387225548902196,0.5215,0.8125,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,28,33,0.41,0.525,0.54,8,0.562874251497006,0.4915,0.7916666666666666,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,29,34,0.43,0.539,0.6366666666666666,8,0.4770459081836327,0.502125,0.7708333333333334,0.7314703925482368
F6,MonkeyB_Session01,Object1,Event1,30,35,0.45,0.488,0.555,8,0.810379241516966,0.503,0.8125,0.8472146615859191
F6,MonkeyB_Session01,Object1,Event1,31,36,0.47,0.5690000000000001,0.7316666666666667,8,0.2135728542914171,0.4825833333333333,0.8026041666666662,0.6140219560878242
F6,MonkeyB_Session01,Object1,Event1,32,37,0.49,0.575,0.6849999999999998,8,0.4011976047904191,0.5102083333333334,0.7916666666666666,0.6787852865697176
F6,MonkeyB_Session01,Object1,Event1,33,38,0.51,0.6190000000000001,0.6683333333333333,8,0.2734530938123752,0.5151666666666668,0.8125,0.6467065868263472
F6,MonkeyB_Session01,Object1,Event1,34,39,0.53,0.6569999999999999,0.725,8,0.3193612774451098,0.5102083333333334,0.8125,0.6467065868263472
F6,MonkeyB_Session01,Object1,Event1,35,40,0.55,0.7669999999999999,0.88,8,0.0119760479041916,0.5088333333333334,0.7916666666666666,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,36,41,0.5700000000000001,0.706,0.775,8,0.0419161676646706,0.48475,0.7916666666666666,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,37,42,0.5900000000000001,0.6629999999999999,0.6733333333333333,8,0.0638722554890219,0.4522083333333334,0.7817708333333329,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,38,43,0.6100000000000001,0.59,0.6483333333333334,8,0.2135728542914171,0.4709166666666666,0.7708333333333334,0.6140219560878242
F6,MonkeyB_Session01,Object1,Event1,39,44,0.6300000000000001,0.498,0.4516666666666667,8,0.5409181636726547,0.4620416666666666,0.7291666666666666,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event1,40,45,0.6499999999999999,0.569,0.6266666666666667,8,0.0818363273453093,0.4417083333333333,0.7609374999999996,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,41,46,0.6699999999999999,0.628,0.7033333333333333,8,0.0538922155688622,0.4860833333333333,0.8026041666666662,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,42,47,0.69,0.632,0.7383333333333333,8,0.0219560878243512,0.4722916666666666,0.7708333333333334,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,43,48,0.71,0.518,0.585,8,0.7285429141716567,0.4796666666666666,0.7708333333333334,0.8173896110218587
F6,MonkeyB_Session01,Object1,Event1,44,49,0.73,0.541,0.5866666666666667,8,0.1197604790419161,0.5083333333333333,0.7708333333333334,0.4743845642049233
F6,MonkeyB_Session01,Object1,Event1,45,50,0.75,0.512,0.53,8,0.5888223552894212,0.4837916666666666,0.7916666666666666,0.7828553419476836
F6,MonkeyB_Session01,Object1,Event3,0,5,-0.75,0.407,0.3883333333333333,8,0.8063872255489022,0.4934583333333334,0.7916666666666666,0.8677882330576941
F6,MonkeyB_Session01,Object1,Event3,1,6,-0.73,0.362,0.3383333333333334,8,0.93812375249501,0.4675833333333333,0.7817708333333329,0.9481037924151696
F6,MonkeyB_Session01,Object1,Event3,2,7,-0.7100000000000001,0.4549999999999999,0.4633333333333334,8,0.2954091816367265,0.4648333333333333,0.7708333333333334,0.641117764471058
F6,MonkeyB_Session01,Object1,Event3,3,8,-0.6900000000000001,0.477,0.47,8,0.6347305389221557,0.4911666666666666,0.7916666666666666,0.7786569717707443
F6,MonkeyB_Session01,Object1,Event3,4,9,-0.67,0.49,0.5033333333333334,8,0.4211576846307385,0.4903333333333333,0.7708333333333334,0.641117764471058
F6,MonkeyB_Session01,Object1,Event3,5,10,-0.65,0.462,0.4649999999999999,8,0.5489021956087824,0.490125,0.8125,0.7245508982035928
F6,MonkeyB_Session01,Object1,Event3,6,11,-0.63,0.504,0.5083333333333333,8,0.343313373253493,0.485125,0.7916666666666666,0.641117764471058
F6,MonkeyB_Session01,Object1,Event3,7,12,-0.6100000000000001,0.602,0.6166666666666667,8,0.4271457085828343,0.4765416666666666,0.7916666666666666,0.641117764471058
F6,MonkeyB_Session01,Object1,Event3,8,13,-0.5900000000000001,0.511,0.4716666666666667,8,0.5708582834331337,0.479,0.7708333333333334,0.7387577785605259
F6,MonkeyB_Session01,Object1,Event3,9,14,-0.5700000000000001,0.444,0.49,8,0.1596806387225549,0.4785833333333333,0.7708333333333334,0.5018534359851725
F6,MonkeyB_Session01,Object1,Event3,10,15,-0.55,0.428,0.385,8,0.6526946107784432,0.5016666666666667,0.7708333333333334,0.7786569717707443
F6,MonkeyB_Session01,Object1,Event3,11,16,-0.53,0.3939999999999999,0.3266666666666667,8,0.9481037924151696,0.5170416666666667,0.8026041666666662,0.9481037924151696
F6,MonkeyB_Session01,Object1,Event3,12,17,-0.51,0.325,0.2733333333333333,8,0.8882235528942116,0.5165833333333334,0.7916666666666666,0.9159805389221557
F6,MonkeyB_Session01,Object1,Event3,13,18,-0.49,0.462,0.45,8,0.2974051896207584,0.4876666666666666,0.8333333333333334,0.641117764471058
